FSID,Region,Callsign,Path Number,Center Frequency (MHz),Bandwidth (MHz)
31525,US,WPNH805,42,6197.24,30
31526,US,WPNH805,42,6315.84,30
31527,US,WPNH805,68,6197.24,30
31528,US,WPNH805,68,6315.84,30
31529,US,WPNH805,78,6286.19,30
31530,US,WPNH805,78,6375.14,30
31531,US,WPNH805,79,6404.79,30
31532,US,WPNH805,80,6197.24,30
31533,US,WPNH805,80,6315.84,30
31534,US,WPNH805,81,6226.89,30
31535,US,WPNH805,81,6286.19,30
31536,US,WPNH806,16,5974.85,30
31537,US,WPNH806,16,6034.15,30
31538,US,WPNH806,17,6123.1,30
31539,US,WPNH806,18,6845,30
31540,US,WPNH814,1,6765,10
31541,US,WPNH815,1,6605,10
31542,US,WPNH815,2,6635,10
31543,US,WPNH815,3,6665,10
31546,US,WPNH816,1,6795,10
31547,US,WPNH816,2,6825,10
31550,US,WPNH817,1,6665,10
31552,US,WPNH823,14,6256.54,30
31553,US,WPNH823,20,6315.84,30
31554,US,WPNH823,29,6197.24,30
31555,US,WPNH823,29,6256.54,30
31556,US,WPNH823,30,6226.89,30
31557,US,WPNH823,30,6286.19,30
31558,US,WPNH823,30,6345.49,30
31559,US,WPNH823,31,6197.24,30
31560,US,WPNH823,31,6256.54,30
31561,US,WPNH823,31,6315.84,30
31562,US,WPNH823,32,6226.89,30
31563,US,WPNH823,32,6286.19,30
31564,US,WPNH824,39,6345.49,30
31565,US,WPNH824,39,6404.79,30
31566,US,WPNH824,43,6375.14,30
31567,US,WPNH824,44,6404.79,30
31568,US,WPNH824,45,6315.84,30
31569,US,WPNH824,46,6375.14,30
31570,US,WPNH826,4,6152.75,30
31571,US,WPNH850,8,6004.5,30
31572,US,WPNH865,2,5945.2,30
31573,US,WPNH865,5,5974.85,30
31574,US,WPNH865,6,6815,30
31575,US,WPNH866,1,6555,10
31576,US,WPNH866,3,6197.24,30
31577,US,WPNH866,5,6375.14,30
31578,US,WPNH867,2,6615,10
31579,US,WPNH910,1,6286.19,30
31580,US,WPNH910,2,6226.89,30
31581,US,WPNH910,3,6286.19,30
31582,US,WPNH910,4,6226.89,30
31583,US,WPNH923,2,6226.89,30
31584,US,WPNH924,8,6197.24,30
31585,US,WPNH924,8,6256.54,30
31586,US,WPNH928,1,6197.24,30
31587,US,WPNI207,2,6825,5
31588,US,WPNI207,3,6286.19,30
31589,US,WPNI208,5,6063.8,30
31590,US,WPNI209,6,6315.84,30
31591,US,WPNI222,3,6345.49,30
31592,US,WPNI222,4,6389.965,60
31593,US,WPNI224,3,6315.84,30
31594,US,WPNI224,4,6226.89,30
31595,US,WPNI360,4,6286.19,30
31596,US,WPNI360,5,6404.79,30
31597,US,WPNI361,2,6034.15,30
31598,US,WPNI361,3,6555,30
31599,US,WPNI362,2,6152.75,30
31600,US,WPNI365,2,6152.75,30
31601,US,WPNI367,3,6197.24,30
31602,US,WPNI367,4,6286.19,30
31603,US,WPNI368,3,6093.45,30
31604,US,WPNI368,4,5945.2,30
31605,US,WPNI369,3,6286.19,30
31606,US,WPNI369,4,6345.49,30
31607,US,WPNI370,3,6197.24,30
31608,US,WPNI370,4,6034.15,30
31609,US,WPNI371,3,5945.2,30
31610,US,WPNI371,4,6063.8,30
31611,US,WPNI372,3,6256.54,30
31612,US,WPNI372,4,6315.84,30
31613,US,WPNI378,1,6705,10
31614,US,WPNI378,2,6775,10
31615,US,WPNI378,3,6345.49,30
31616,US,WPNI378,4,6286.19,30
31617,US,WPNI380,5,6004.5,30
31618,US,WPNI390,1,6034.15,30
31619,US,WPNI441,2,5974.85,30
31620,US,WPNI442,5,6197.24,30
31621,US,WPNI442,6,6197.24,30
31622,US,WPNI442,6,6256.54,30
31623,US,WPNI442,6,6375.14,30
31624,US,WPNI462,1,6034.15,30
31625,US,WPNI462,2,6063.8,30
31626,US,WPNI463,1,6345.49,30
31627,US,WPNI463,2,6286.19,30
31628,US,WPNI464,1,6093.45,30
31629,US,WPNI471,2,6093.45,30
31630,US,WPNI471,3,6034.15,30
31631,US,WPNI471,4,6063.8,30
31632,US,WPNI472,1,6345.49,30
31633,US,WPNI472,3,6286.19,30
31634,US,WPNI528,1,6685,10
31635,US,WPNI528,6,6256.54,30
31636,US,WPNI534,1,6556.25,2.5
31637,US,WPNI535,1,6726.25,2.5
31638,US,WPNI535,2,6745,10
31639,US,WPNI536,1,6585,10
31640,US,WPNI536,2,6623.75,2.5
31641,US,WPNI536,3,6675,10
31642,US,WPNI537,1,6783.75,2.5
31643,US,WPNI538,1,6835,10
31644,US,WPNI538,2,6755,10
31645,US,WPNI539,1,6595,10
31646,US,WPNI539,2,6615,10
31647,US,WPNI540,1,6775,10
31648,US,WPNI540,2,6825,10
31649,US,WPNI542,1,6795,10
31650,US,WPNI542,2,6705,10
31651,US,WPNI544,1,6796.25,2.5
31652,US,WPNI545,1,6865,10
31653,US,WPNI545,2,6843.75,2.5
31654,US,WPNI545,3,6765,10
31655,US,WPNI546,1,6605,10
31656,US,WPNI546,2,6565,10
31657,US,WPNI547,1,6735,10
31658,US,WPNI547,2,6755,10
31659,US,WPNI548,1,6595,10
31660,US,WPNI549,1,6833.75,2.5
31661,US,WPNI550,1,6673.75,2.5
31662,US,WPNI550,2,6673.75,2.5
31663,US,WPNI551,1,6678.75,2.5
31664,US,WPNI552,1,6838.75,2.5
31665,US,WPNI552,2,6833.75,2.5
31666,US,WPNI553,1,6585,10
31667,US,WPNI553,2,6795,10
31668,US,WPNI553,3,6286.19,30
31669,US,WPNI553,4,5945.2,30
31670,US,WPNI568,3,6123.1,30
31671,US,WPNI568,4,5945.2,30
31672,US,WPNI609,1,6585,5
31673,US,WPNI609,3,6645,10
31674,US,WPNI609,8,6226.89,30
31675,US,WPNI609,9,6256.54,30
31676,US,WPNI609,10,6226.89,30
31677,US,WPNI609,11,6207.12,10
31678,US,WPNI609,13,6375.14,30
31679,US,WPNI609,15,6226.89,30
31680,US,WPNI671,1,6675,4.94
31681,US,WPNI671,2,6560,4.94
31684,US,WPNI672,1,6675,4.94
31686,US,WPNI673,1,6740,4.94
31687,US,WPNI673,2,6835,4.94
31690,US,WPNI676,2,6093.45,30
31691,US,WPNI677,1,6165.1,5
31692,US,WPNI678,1,5974.85,30
31693,US,WPNI860,2,5945.2,30
31694,US,WPNI898,2,6256.54,30
31695,US,WPNI901,6,6595,30
31696,US,WPNI902,3,6197.24,30
31697,US,WPNI902,3,6256.54,30
31699,US,WPNJ203,4,6004.5,30
31700,US,WPNJ203,5,6315.84,30
31701,US,WPNJ203,6,6226.89,30
31702,US,WPNJ203,6,6286.19,30
31703,US,WPNJ203,7,6093.45,30
31704,US,WPNJ203,7,6152.75,30
31705,US,WPNJ212,1,6605,10
31706,US,WPNJ212,2,6625,10
31708,US,WPNJ213,1,6785,10
31709,US,WPNJ213,3,6835,10
31712,US,WPNJ228,1,6625,10
31713,US,WPNJ228,2,6093.45,30
31714,US,WPNJ228,3,6685,10
31715,US,WPNJ229,1,6785,10
31716,US,WPNJ229,2,6835,10
31717,US,WPNJ229,3,6745,10
31718,US,WPNJ237,1,6226.89,30
31719,US,WPNJ237,2,6315.84,30
31720,US,WPNJ310,3,6004.5,30
31721,US,WPNJ310,4,6034.15,30
31722,US,WPNJ310,5,6404.79,30
31723,US,WPNJ399,1,5926.25,2.5
31724,US,WPNJ399,2,6139.778,1.25
31725,US,WPNJ413,1,6625,30
31726,US,WPNJ413,2,6256.54,30
31727,US,WPNJ414,1,6404.79,30
31728,US,WPNJ415,1,6034.15,30
31729,US,WPNJ415,2,6152.75,30
31730,US,WPNJ416,1,6404.79,30
31731,US,WPNJ416,2,6256.54,30
31732,US,WPNJ417,1,6093.45,30
31733,US,WPNJ417,2,6123.1,30
31734,US,WPNJ418,1,6286.19,30
31735,US,WPNJ419,2,6625,30
31736,US,WPNJ419,4,5974.85,30
31737,US,WPNJ425,2,6615,10
31738,US,WPNJ425,4,6404.79,30
31739,US,WPNJ426,3,6775,10
31740,US,WPNJ434,3,6197.24,30
31741,US,WPNJ434,8,6375.14,30
31742,US,WPNJ434,13,6286.19,30
31743,US,WPNJ456,3,5974.85,30
31744,US,WPNJ456,4,5945.2,30
31745,US,WPNJ476,2,6555.625,3.75
31746,US,WPNJ477,1,6725.625,3.75
31747,US,WPNJ477,2,6555.625,3.75
31748,US,WPNJ479,1,6725.625,3.75
31749,US,WPNJ500,1,6805,10
31750,US,WPNJ518,1,6795,10
31751,US,WPNJ518,3,5926.25,2.5
31752,US,WPNJ519,2,6226.89,30
31753,US,WPNJ729,1,6865,10
31754,US,WPNJ729,2,6795,10
31755,US,WPNJ729,3,6286.19,30
31756,US,WPNJ729,4,6197.24,30
31757,US,WPNJ730,1,6725,10
31758,US,WPNJ730,2,6715,10
31759,US,WPNJ732,1,6635,10
31760,US,WPNJ732,2,6545,10
31761,US,WPNJ733,1,6655,10
31762,US,WPNJ733,3,6063.8,30
31763,US,WPNJ733,4,5945.2,30
31766,US,WPNJ734,2,6845,10
31767,US,WPNJ734,3,6004.5,30
31768,US,WPNJ734,5,6585.625,3.5
31769,US,WPNJ734,6,5974.85,30
31772,US,WPNJ735,1,6845,10
31773,US,WPNJ735,2,6815,10
31774,US,WPNJ735,3,6197.24,30
31775,US,WPNJ735,4,6256.54,30
31778,US,WPNJ736,1,6675,10
31779,US,WPNJ736,2,6705,10
31780,US,WPNJ736,3,6093.45,30
31781,US,WPNJ736,4,6034.15,30
31782,US,WPNJ736,5,6063.8,30
31783,US,WPNJ737,1,6545,10
31784,US,WPNJ737,2,6555,10
31785,US,WPNJ737,3,5945.2,30
31786,US,WPNJ737,4,6093.45,30
31789,US,WPNJ738,1,6715,10
31790,US,WPNJ738,4,6197.24,30
31791,US,WPNJ738,6,6004.5,30
31794,US,WPNJ739,1,6735,10
31795,US,WPNJ739,2,6565,10
31796,US,WPNJ741,1,6735,10
31797,US,WPNJ741,2,6835,10
31798,US,WPNJ741,3,6315.84,30
31799,US,WPNJ741,4,6345.49,30
31800,US,WPNJ741,5,6345.49,30
31801,US,WPNJ741,6,6226.89,30
31804,US,WPNJ776,2,6404.79,30
31805,US,WPNJ779,1,6590,5
31806,US,WPNJ780,1,6630,5
31807,US,WPNJ780,2,6197.24,30
31808,US,WPNJ781,1,6790,5
31809,US,WPNJ781,2,6840,5
31810,US,WPNJ781,3,5945.2,30
31811,US,WPNJ781,4,6004.5,30
31812,US,WPNJ782,1,6680,5
31813,US,WPNJ782,2,6256.54,30
31814,US,WPNJ788,4,6093.45,30
31815,US,WPNJ796,3,6315.84,30
31816,US,WPNJ796,4,6256.54,30
31817,US,WPNJ815,2,6004.5,30
31818,US,WPNJ815,4,6404.79,30
31819,US,WPNJ816,1,5974.85,30
31820,US,WPNJ816,2,6375.14,30
31821,US,WPNJ817,1,6226.89,30
31822,US,WPNJ819,1,6675,5
31823,US,WPNJ819,2,6315.84,30
31824,US,WPNJ820,2,6197.24,30
31825,US,WPNJ820,3,6345.49,30
31826,US,WPNJ820,4,6286.19,30
31827,US,WPNJ820,5,6256.54,30
31828,US,WPNJ820,6,6197.24,30
31829,US,WPNJ820,6,6345.49,30
31830,US,WPNJ820,7,6256.54,30
31831,US,WPNJ820,8,6286.19,30
31832,US,WPNJ821,1,6345.49,20
31833,US,WPNJ821,2,6404.79,30
31834,US,WPNJ821,3,6345.49,30
31835,US,WPNJ821,3,6404.79,30
31836,US,WPNJ827,5,6345.49,30
31837,US,WPNJ827,6,5974.85,30
31838,US,WPNJ835,1,6004.5,30
31839,US,WPNJ835,2,5945.2,30
31840,US,WPNJ838,13,6785,30
31841,US,WPNJ838,15,6775,30
31842,US,WPNJ838,21,6093.45,30
31843,US,WPNJ850,1,6785,10
31844,US,WPNJ851,1,6825,10
31845,US,WPNJ852,1,6665,10
31846,US,WPNJ852,2,6625,10
31847,US,WPNJ867,1,6595,30
31848,US,WPNJ867,2,6555,30
31849,US,WPNJ868,1,6725,30
31850,US,WPNJ868,2,6815,10
31851,US,WPNJ868,3,6845,30
31852,US,WPNJ869,1,6655,10
31853,US,WPNJ870,1,6685,30
31854,US,WPNJ870,2,6555,30
31855,US,WPNJ870,3,6655,10
31856,US,WPNJ870,4,6605,10
31857,US,WPNJ871,1,6735,10
31858,US,WPNJ871,2,6365.26,10
31859,US,WPNJ872,1,6725,30
31860,US,WPNJ872,2,6315.84,30
31861,US,WPNJ872,3,6286.19,10
31862,US,WPNJ872,4,6382.55,5
31863,US,WPNJ873,1,6755,30
31864,US,WPNJ873,2,6226.89,30
31865,US,WPNJ874,1,6123.1,30
31866,US,WPNJ874,2,6565,10
31867,US,WPNJ874,3,6093.45,30
31869,US,WPNJ898,2,6795,10
31870,US,WPNJ907,1,6690.625,3.75
31871,US,WPNJ907,2,6566.25,2.5
31872,US,WPNJ907,3,6638.125,1.25
31873,US,WPNJ907,6,6555.625,3.75
31874,US,WPNJ908,1,6815.625,3.75
31875,US,WPNJ908,2,6850.625,3.75
31876,US,WPNJ915,1,6197.24,30
31877,US,WPNJ915,2,6345.49,30
31878,US,WPNK702,2,6226.89,30
31879,US,WPNL220,2,5945.2,30
31880,US,WPNL230,2,6004.5,30
31881,US,WPNL235,3,6375.14,30
31882,US,WPNL235,8,6815,30
31883,US,WPNL235,11,6404.79,30
31884,US,WPNL239,10,6755,30
31885,US,WPNL239,10,6785,30
31886,US,WPNL239,11,5974.85,30
31887,US,WPNL239,11,6004.5,30
31888,US,WPNL239,12,6004.5,30
31889,US,WPNL239,13,6034.15,30
31890,US,WPNL239,14,6785,30
31891,US,WPNL239,15,6004.5,30
31892,US,WPNL240,8,5974.85,30
31893,US,WPNL240,8,6034.15,30
31894,US,WPNL240,9,5974.85,30
31895,US,WPNL240,9,6034.15,30
31896,US,WPNL240,11,6063.8,30
31897,US,WPNL240,11,6123.1,30
31898,US,WPNL240,12,6123.1,30
31899,US,WPNL240,13,6152.75,30
31900,US,WPNL240,14,6755,30
31901,US,WPNL240,15,6815,30
31902,US,WPNL240,16,5945.2,30
31903,US,WPNL240,16,6004.5,30
31904,US,WPNL240,16,6063.8,30
31905,US,WPNL268,2,6226.89,30
31906,US,WPNL268,2,6345.49,30
31907,US,WPNL273,1,6093.45,10
31908,US,WPNL273,2,6256.54,10
31909,US,WPNL273,3,6256.54,30
31910,US,WPNL274,1,6375.14,10
31911,US,WPNL274,2,6404.79,10
31912,US,WPNL275,1,6152.75,10
31913,US,WPNL275,2,5974.85,10
31914,US,WPNL276,1,6226.89,10
31915,US,WPNL276,2,6315.84,10
31916,US,WPNL276,3,6775,10
31917,US,WPNL276,4,6286.19,30
31918,US,WPNL276,5,6404.79,30
31919,US,WPNL284,1,6756.25,2.5
31920,US,WPNL284,2,6718.75,2.5
31921,US,WPNL284,3,6781.25,2.5
31922,US,WPNL284,4,6858.75,2.5
31923,US,WPNL284,5,6855.625,3.75
31924,US,WPNL285,1,6596.25,2.5
31925,US,WPNL286,1,6698.75,2.5
31926,US,WPNL286,2,6695.625,3.75
31927,US,WPNL287,1,6616.25,2.5
31928,US,WPNL288,1,6776.25,2.5
31929,US,WPNL314,1,6695,10
31930,US,WPNL315,1,6315.84,25
31931,US,WPNL360,5,6615,30
31932,US,WPNL361,3,6625,30
31933,US,WPNL362,6,5945.2,30
31934,US,WPNL362,6,6004.5,30
31935,US,WPNL366,20,6093.45,30
31936,US,WPNL366,25,6152.75,30
31937,US,WPNL366,26,6152.75,30
31938,US,WPNL366,27,6855,30
31939,US,WPNL366,28,5945.2,30
31940,US,WPNL366,28,6004.5,30
31941,US,WPNL366,33,6815,30
31942,US,WPNL366,34,6123.1,30
31943,US,WPNL366,40,6004.5,30
31944,US,WPNL366,41,6063.8,30
31945,US,WPNL366,42,5974.85,30
31946,US,WPNL366,42,6093.45,30
31947,US,WPNL366,43,6765,10
31948,US,WPNL366,44,6805,10
31949,US,WPNL366,46,6152.75,30
31950,US,WPNL366,47,5945.2,30
31951,US,WPNL366,47,6004.5,30
31952,US,WPNL366,48,5974.85,30
31953,US,WPNL366,48,6034.15,30
31954,US,WPNL366,48,6093.45,30
31955,US,WPNL366,49,5974.85,30
31956,US,WPNL366,50,5945.2,30
31957,US,WPNL366,50,6004.5,30
31958,US,WPNL368,5,5974.85,30
31959,US,WPNL368,7,5974.85,30
31960,US,WPNL368,7,6034.15,30
31961,US,WPNL368,8,5945.2,30
31962,US,WPNL368,8,6004.5,30
31963,US,WPNL370,9,6226.89,30
31964,US,WPNL370,9,6286.19,30
31965,US,WPNL370,10,6197.24,30
31966,US,WPNL370,10,6256.54,30
31967,US,WPNL371,19,6286.19,30
31968,US,WPNL371,20,6197.24,30
31969,US,WPNL371,20,6315.84,30
31970,US,WPNL371,27,6345.49,30
31971,US,WPNL371,33,6345.49,30
31972,US,WPNL373,17,6034.15,30
31973,US,WPNL373,18,5945.2,30
31974,US,WPNL373,18,6063.8,30
31975,US,WPNL374,3,6197.24,30
31976,US,WPNL374,3,6256.54,30
31977,US,WPNL374,4,6625,30
31978,US,WPNL374,5,6815,30
31979,US,WPNL374,6,6845,30
31980,US,WPNL375,11,5945.2,30
31981,US,WPNL375,11,6004.5,30
31982,US,WPNL375,12,6785,30
31983,US,WPNL375,13,5974.85,30
31984,US,WPNL375,14,5945.2,30
31985,US,WPNL375,15,6815,30
31986,US,WPNL375,16,6845,30
31987,US,WPNL375,17,5974.85,30
31988,US,WPNL375,18,6063.8,30
31989,US,WPNL376,23,5945.2,30
31990,US,WPNL376,26,6765,30
31991,US,WPNL376,26,6825,30
31992,US,WPNL376,27,6004.5,30
31993,US,WPNL376,28,6093.45,30
31994,US,WPNL376,28,6152.75,30
31995,US,WPNL377,12,6197.24,30
31996,US,WPNL377,12,6256.54,30
31997,US,WPNL378,3,6286.19,30
31998,US,WPNL380,35,6226.89,30
31999,US,WPNL380,36,6315.84,30
32000,US,WPNL380,39,6315.84,30
32001,US,WPNL380,40,6226.89,30
32002,US,WPNL380,40,6345.49,30
